2.063872 -1.69506 0.000160249 0.00923953 5.51155e-05 -0.0242371 0.0531989 0.789527 0.000273859 7642.25 30.2885 1 4 
2.029689 -1.72316 0.000634538 0.00808782 1.4651e-05 -0.0250721 0.0536202 0.813853 0.000626667 7675.25 16.6802 1 4 
1.994561 -1.7497 0.000417826 0.00706673 4.2714e-05 -0.0301564 0.056887 0.835648 0.00034692 7649 16.2737 1 4 
1.958713 -1.77409 0.000391102 0.00618328 3.35336e-05 -0.0334409 0.0594897 0.855079 0.000381665 7669.5 26.4213 1 4 
1.921863 -1.79661 0.000298563 0.00551692 2.73072e-05 -0.0280443 0.0628041 0.871986 0.000248971 7657.75 23.0701 1 4 
1.883548 -1.81872 0.000145508 0.00476769 1.74133e-05 -0.0327495 0.0649109 0.887944 0.000184689 7685.25 7.73924 1 4 
1.844412 -1.83869 0.00025803 0.00415624 7.15804e-06 -0.0330687 0.0628233 0.902088 0.000157146 7642.75 23.7219 1 4 
1.804860 -1.85747 0.00013466 0.00363108 1.20618e-05 -0.0287771 0.0573849 0.914837 0.000128 7672.5 19.7083 1 4 
1.763859 -1.87474 0.000263248 0.00309809 6.73702e-06 -0.0243399 0.0557158 0.92636 0.000205268 7662 9.06458 1 4 
1.720299 -1.89088 0.000188411 0.00265042 9.05296e-06 -0.0182015 0.056197 0.936729 0.000126572 7686 11.4528 1 4 
1.676355 -1.90591 0.000108621 0.00225593 9.87219e-06 -0.0264126 0.0527425 0.946204 9.87824e-05 7690 14.3527 1 4 
1.631078 -1.91947 0.000226126 0.00190951 7.23205e-06 -0.0219788 0.0616329 0.954496 0.00013419 7644 8.27647 1 4 
1.584052 -1.93232 0.000132664 0.00156432 2.18158e-06 -0.028499 0.0651195 0.962299 6.85254e-05 7676.25 12.6647 1 4 
1.535662 -1.94368 0.000130473 0.00129382 7.36893e-06 -0.0233642 0.0660447 0.968988 9.33521e-05 7682.25 14.1385 1 4 
1.485652 -1.95381 8.27387e-05 0.00103791 3.65516e-06 -0.0292883 0.0692611 0.974834 4.76712e-05 7655.75 15.1623 1 4 
1.432847 -1.96312 0.000131374 0.000820943 7.11158e-06 -0.0288113 0.0662794 0.980122 7.04121e-05 7658.5 13.58 1 4 
1.376702 -1.97131 5.05726e-05 0.000633103 2.37769e-06 -0.0225839 0.0656478 0.9847 2.41929e-05 7663.25 14.0498 1 4 
1.319146 -1.97827 2.96808e-05 0.000471888 3.44282e-06 -0.028831 0.0673388 0.988524 1.89702e-05 7700.75 29.6012 1 4 
1.257024 -1.98422 3.61119e-05 0.000336407 1.39504e-06 -0.0247887 0.0680734 0.991742 1.94139e-05 7649 27.2427 1 4 
1.188981 -1.98931 3.73448e-05 0.000227044 1.41443e-06 -0.0241862 0.0646002 0.994458 2.28966e-05 7679 17.6777 1 4 
1.114169 -1.9934 1.63615e-05 0.00013634 6.78964e-07 -0.0283019 0.0623471 0.996607 9.3611e-06 7686.75 21.2304 1 4 
1.030188 -1.99638 4.14159e-05 7.48032e-05 9.18987e-07 -0.0287486 0.0598309 0.998154 2.01894e-05 7664.5 13.8353 1 4 
0.926547 -1.99851 9.44365e-06 3.04542e-05 3.63225e-07 -0.0279714 0.0551461 0.999247 5.06968e-06 7693.75 11.8629 1 4 
0.787047 -1.99966 2.22212e-06 6.75088e-06 3.89416e-08 -0.0490388 0.0558986 0.999832 9.7861e-07 7860.25 15.5101 1 4 
0.500000 -2 6.2502e-07 8.74797e-08 1.24953e-08 -0.0501552 0.0564133 0.999998 3.1174e-07 0 0 1 4 
